无奈荔支何，前度来迟今又早	相思桃叶杳，主人已去客犹留
发皇人文，于澧托始	考论学术，结社自由
澧江滥觞，至八百洞庭合流始为大	社会进化，赖二三豪隽讲学开其先
市人聚观来宾，高车驷马	楚国宝善之子，适馆授餐
到此便含无尽意	置身已在最高层
琴与俱，棋与俱，酒尊与俱，老子兴复不浅	山可乐，水可乐，禽鸟可乐，诸君住且为佳
今试思世变何如哉，横流沧海，频起大风波，河山带砺是谁家，愿诸生尝胆卧薪，每饭不忘天下事	士多为境遇所累耳，咬得菜根，才算奇男子，将相王侯守有种，看前哲断齑画粥，读书全靠秀才时
时事迫艰危，今日朝廷方旰食	学人志康济，此时粗粝亦民膏
百折不回，十七次铁血精神，始有去年今日	一笔勾尽，四千年帝王历史，才成民主共和
喜大好河山，从兹永奠金汤固	愿一般儿女，莫作承平歌舞看
种瓜得瓜，种豆得豆	十年树木，百年树人
乙巳以来，辛亥以来，癸丑以来，拓开手段十年做过去，幸皆有色有声，东篱正是著花时，容我欢呼万岁	国庆纪念，地方纪念，立校纪念，缩小范围三者此独存，为告吾师吾友，北极不须回首望，且然快活两天
四载门墙蒙教育	十年树木长风云
入水登山，开几条捷径	攒天打洞，有多少神通
朝发昆仑暮碣石	上穷碧落下黄泉
鸡犬同登极乐界	神仙合住自由乡
几许精神，构成此纪念物	无多形式，建设于教育家
当念破浪乘风，好勇端为知耻	若论保身捍国，尚武须要能兵
自愧未能，敢云各科成绩	人须自谅，不过小学初基
本道家术，为法家言，清净亦刑名，老子韩非应合传	以方内人，作方外想，古今有生死，秦皇汉武不曾仙
深情抵江水	古道照南山
名山大好吾家有	游客昔评天下无
同看云海光明顶	难得天西接引僧
率水由山，其民好礼	春蚕秋稼，有女如荼
几生修得到	一日不可无
宾至如归，教庖人善调鼎鼐	春来且乐，劝旅客莫问升沉
我自田间来，知尔疾苦	是非久居地，且忍须臾
也不设藩篱，恐风月畏人拘束	可大开门户，就江山与我品题
尽力量为善	振精神读书
太行云物蔚然，羡冰玉才名，此间无出君右者	少陵稷契自许，到蓬莱高处，时人望之若登仙
玩人丧德，玩物丧志	多见缺殆，多闻缺疑
口莫多言，情莫多妄	名可强立，功可强成
色即是空，空即是色	恩生于害，害生于恩
美言不信，信言不美	疑人莫用，用人莫疑
霸国战智，王国战义，帝国战德	上士闭心，中士闭口，下士闭门
放开肚皮吃饭	立定脚跟做人
亦思于物有济	自愧为人所容
尽交天下贤豪长者	常作江山烟月主人
坐到二更，合眼即睡	心无一事，敲门不惊
著书忌早，处事忌扰，立朝忌巧，居室忌好	制行欲方，行事欲圆，存心欲拙，作文欲华
自长非所增，自短非所损	独立不惭影，独寝不惭衾
敬胜怠，义胜欲	知其雄，守其雌
好学近智，力行近仁，知耻近勇	在官惟明，莅事惟平，立身惟清
学吃亏，寻快活	习不语，省是非
有争气者勿与辨	当得意时须少言
家业易消，莫俾易中消去	好人难做，须从难处做成
攻玉以石，洗金以盐，当知取长弃短	甘井近竭，直木近伐，所贵匿采韬光
我亦戏场人，世味直同鸡弃肋	卿将狎客老，名心还想豹留皮
海天飞炮亲挝鼓	夜月扬帆坐读书
人尽合群，可以集事	天与不取，是谓无能
短衣匹马随李广	飞书驰檄用枚皋
吉凶悔吝生乎动	天地苍茫老此才
卜邻喜近清凉宅	与客同参文字禅
说法平台，生公一语石一语	栖真斗室，老僧半闲云半闲
今日几人存，酒阑却忆十年事	何由似平昔，笔阵独扫千人军
沉沉夥颐，超超元箸	荒荒坤轴，泱泱大风
祢生不耻鼓吏，落莫英雄，我思古来慷慨悲歌之士	韩侯愿为假王，离奇身世，谁能拔尔抑塞磊落奇才
纪信韩信，假帝假王	宣尼牟尼，大圣大觉
邹孟子，吴孟子，寺人孟子，一男一女，一不男不女	周宣王，齐宣王，司马宣王，一君一臣，一不君不臣
观音大士，妙音梵音海潮音	诸相如来，人相我相众生相
迅雷风烈，烈风雷雨	绝地天通，通天地人
如砥如矢	至鲁至齐
以水监当于民监	尽信书不如无书
我佛以色相示人，原思普渡众生，开场演说	同胞因饥溺待拯，只得敷陈片席，借助弦歌
博施济众	救灾恤邻
天下自任，故饥犹己饥，溺犹己溺	民吾同胞，愿解衣衣之，推食食之
无狂放气，无遭学气，无名士风流气，方称儒者	有诵读声，有纺织声，有小儿啼笑声，才算人家
克己最严，须从难处去克	为善必果，勿以小而不为
莫对失意人而谈得意事	从来有名士不取无名钱
造物最忌者巧	万类相感以诚
一物不知，儒者之耻	片长自足，壮夫不为
读书作文，我用我法	莳花种竹，吾爱吾庐
求应用学	复本体明
大巧若拙，大辩若讷	相马以舆，相士以居
小人溺于水，君子溺于口	井蛙以语海，夏虫以语冰
直木先伐，甘井先竭	贪夫殉财，烈士殉名
烧泥为瓦，燔木为炭，蜂窠为蜜	冶金以盐，濯锦以鱼，浣布以灰
靠山吃山，靠水吃水	种豆得豆，种瓜得瓜
既勤垣墉，斯是陋室	以蔽风雨，相协厥居
读古人书，须设身处地以想	论天下事，要揆情度理三思
未逢前席问苍生，且容我歀段出都，长啸去也	重指吟鞭向历下，试看此层峦绕郭，相识犹曾
为官不过六百石	著书岂止五千言
零落雨中花，春梦惊回栖凤宅	绸缪天下事，壮心销尽石鱼斋
暗室中须问心得过	平地处亦失足堪虞
拜欧揖苏，成杀青书，列祖列宗，神所歆也	洗爵奠斝，比焚黄祭，于堂于著，礼亦宜之
为告万子孙，国家共和，本来世异秦世	各自一昭穆，牲酒时祀，莫道春非我春
宁蹈海不帝秦，幸也国已称民，嬗世守高曾矩矱	将营室先立庙，悲哉秋之为气，妥灵揽左右湖山
引袖拂寒林，古意苍茫，看四壁云山，青来剑外	停琴贮凉月，予怀浩渺，喜一篙春水，绿到江南
剑客酒客慷慨至	梨花梅花参差开
枳敢言材，能免斧斤终是福	园何必大，不分畛域自然宽
师友肯临容膝地	子孙莫负等身书
茅屋八九间，钓雨耕烟，须信富不如贫，贵不如贱	竹书千万字，灌花酿酒，可知安自宜乐，闲自宜清
长此安居，便是三生有幸	虽非大厦，亦岂一木能支
日食一升饭，勿饮酒	不读五千卷，莫入门
读崔镳五千卷，方入吾室	似韩愈三十年，始有此庐
吾十有五，而志于学	人一己千，虽愚必明
田园一蚊睫	书卷百牛腰
愁无了期，遇愁时休只管愁去	乐难整段，得乐处且零星乐些
喜怒哀惧爱恶欲	柴米油盐酱醋茶
子弟欲培高矮树	烟波时看往来船
厝火积薪，家主慎毋忘远祸	粗鱼笨肉，厨娘偏会作调人
有盐同咸，无盐同淡	冷水要挑，热水要烧
庄周以至人自居，乃谓游逍遥之墟，食苟简之田，立不贷之圃	韩愈为天下所笑，犹将求国家之事，耕宽闲之野，钓寂寞之滨
后世贤，师吾俭	臣父清，恐人知
过尔优游，恐不堪事	吾不田舍，复在何人
存心要耐得烦，安乐都从忧患始	遇事务见其大，吃亏恒占便宜多
至诚从无妄二字做起	众善皆不忍一念发生
仆与君兮，同为糟粕灰烬之余矣	登斯楼也，其有乔木沧桑之感乎
四时春夏秋冬景	一个东西南北人
花长好，月长圆，人长寿，国之福	树欲静，风欲宁，子欲养，夭必从
博爱之谓仁	见险而能止
有大人先生席地幕天，能荷锸自随则可	非遗世独立漱流枕石，至篨衣不掩奈何
我以公余询疾苦	君将仁术起疮痍
人各有能，少成若天性	幼而不学，老大徒悲伤
是可忍也，必其人为木石心肠，秦越肥瘠	登斯堂者，当到处免孤寒失所，漂泊无归
谷有神，木且有神，六府三事允治	民无恙，岁亦无恙，一年四季平安
以智之乐，得仁之寿	其流不滞，亦静不哗
近者悦，远者来，莫以斗筲自限	志同方，道同术，须知稼穑维艰
求王盛符，有赵岐隐	非名士习，是公羊家
青出于蓝	素以为绚
此是寓公汤沐邑	且听孺子沧浪歌
诸君能知味者	此地可避秦无
欲把西湖比西子	从来佳茗似佳人
置邮传命	为政在人
发乎迩，见乎远	观其器，知其工
昔晚唐建安余氏肇启书林，世界阅千余岁矣，其后三峰万卷，同时梅溪秀岩，文采风流，我思古人，聊从公等纂坊肆雅闻，缥缃掌故	自北宋布衣毕生始为活板，变迁可一二数耶，近稽兰雪桂坡，上溯石经漆简，棣通演进，以有今日，何况此间称水陆形胜，东南管枢
书不读人，人实读书，故曰书可读，书无不可读	室难容我，我能容室，果何室足云，室陋之足云
必正必中，不妨存界限	对内对外，赖此作屏藩
王者命于天，谁敢化蛇当道	英雄居此地，何妨扪虱谈兵
吾人尽草泽奇男，不管是何朝代	此地乃桃源变相，故能长驻春风
凭栏望韩夫子祠，如此江山，已让前贤留姓氏	把酒吊马将军墓，奈何天地，竟持残局付英雄
低头思赦乡，举头望明月	左手持酒杯，右手持蟹螯
襟抱谁开，登楼纵眺	江山如此，有酒在尊
漫论他后到先来，但愿个中人，作不速佳客	略增些耳闻目见，也算这层阁，是进步断梯
生死人，肉白骨	拨云雾，见青天
尼父传经，寸肤莫毁	如来说法，两足最尊
乡社重联九老会	诗邻近接两当轩
得地自收风月景	替天多植栋梁材
悠也久也，世守也	经之营之，父作之
代议九年再活	兹会万岁千秋
假面登场，其中有孝子忠臣，当局莫轻看过	新腔协律，即此是晨钟暮鼓，大家只管听来
是一般傀儡登场，漫道说台上衣冠是假	不过与痴人说梦，休认做眼前富贵为真
蜉蝣天地，蛮触战争，大作小观小亦大	咫尺江山，须臾富贵，无为有处有还无
盛衰何常，吾人于热闹场中看惯了	贤愚同尽，大家从鱼龙队里混过来
男无假，女无真，怎么无人嫌假	你不来，我不怪，缘何不请自来
休疑这出戏没甚头由，似幻似真，不过劝人为善	试看上得场谁非脚色，何今何古，还须自我翻新
你看我非我，我看我亦非我	他装谁是谁，谁装谁就是谁
市内客官们，也要关切些艰难时局	眼前尺寸地，不知淘汰了多少英雄
既己上台，不怕大家在旁边看戏	自能了局，何劳诸位替古人担忧
到甚么地方说甚么话	穿何等衣服象何等人
你看这班人，以假作真，才上台就变脸色	他同那件事，非名即利，未出脚煞费心机
真者犹假，假何必非真，看诸君粉墨登场，领异标新，同博寻常一笑粲	古或胜今，今亦且成古，叹三代韶韺如梦，求本知变，聊应斟酌百家长
面目总非真，借己证人，由他做作	事情多不假，居今鉴古，要你思量
累累如贯珠，旋相为宫十二律	洋洋乎盈耳，环而听者数千人
大风歌汉	同日咏霓
万事皆雪浪淘沙，问谁铁板铜琶，为我唱大江东去	一年如春灯过眼，只剩鲲弦羯鼓，留人到红日西斜
肯唱戏是阴功，许靠菩萨吃饭	要上台充角色，须看时景穿衣
知音者才许来，莫到这地方睡觉	看戏的都好笑，何须替古人担忧
古属南苏州，岂无吴会讴歈，陈隋金粉	新翻出塞曲，间以浑驼剑器，敕勒边声
潇湘门外柳枝多，听玉笛飞声，乡思暗牵橘浦	烟雨池边鸿影度，忽苍龙入破，江风吹下潭州
东馆接朱陵，好与长沙回舞袖	南山笼紫盖，共听仙乐奏云璈
笛歌吹开九面云，看舞袖频翻，风流当忆长沙国	家山共此三湘水，听乡音无改，雅调如翻渔父词
上马杀贼，下马草檄	东铭砭愚，西铭箴顽
七疏无效一击去	九重亟盼孤臣还
黄河落胸有奇气	白云在袖无躁心
壁立千仞，犹恐未免俗	胸包九流，而后可谈经
策河者三，命农者三，建学校者三，既复揽英接秀吐握者三，政报三年，公署上上考而公且去	簪花第一，饮泉第一，守江山第一，故应捍患御灾治平第一，化先一郡，民皆皞皞如而民不庸
左江右湖，兼领庐阜	荻花枫叶，且官浔阳
当其下笔逞豪俊	未曾有此奇嶙峋
黄舒山水发奇特	张杨文笔同雄横
卜式输财汉牧子	弦高卫国郑商人
事不终始，无务多业	任有大小，惟其所能
奇才间出汉三辅	闳识下视禹九州
城西风雨老树立	夜半星月玄谈生
退之工文辞，学者从而师事	司马相中国，远人服其威名
一鹗忽翔万云怒	群虬相奋孤剑啼
人称其才，我称其德	不为良相，便为良医
求其生不得则无恨	勿以善之小而不为
聋两耳，跛一足	学三绝，人千秋
槐花黄，举子忙	文选烂，秀才半
融异为同，化小为大	行之以渐，持之以恒
挂冠自昔曾骑虎	用力于今好画龙
尝将冷眼观螃蟹	不向朱门画牡丹
无大牺牲心，何能发难	有少成败见，岂足论人
惟楚有材，纳于大麓	于斯为盛，藏之名山
此地不安，信是乡邻争斗	这场用武，都缘陵谷沧桑
此是人间第几福地几洞天，怪道书无传者	安得世外有一桃源一渔父，避秦暴共居之
九千尺扈斑高蹲，南来俯视群峰小	两三折潆水环绕，西去宁知一苇艰
野言山貌豪门客	秘计阴谋退院僧
炉火红深，与我煨芋	窗树绿满，烦公写蕉
万事从来风过耳	一年几见月当头
花长好，月长圆，人长寿	车同轨，书同文，行同伦
梦里不知身是客	此间大有人图侬
南无三藐三菩提	西方一花一世界
