一上高楼，缅当年江汉风流，多少千秋人物	双持使节，喜此日荆衡形势，纵横万里金汤
有泪洒州门，千古白眉增太息	无才成宅相，廿年青眼益酸辛
有父命存，变凶礼为吉礼	谙姑食性，知有家必宜家
有独醒时，出海河声凉到枕	无可争处，联峰山色静于棋
有盐同咸，无盐同淡	冷水要挑，热水要烧
有立柜平柜高低柜，爱情才可贵	无春衣夏衣秋冬衣，姑娘就不依
有经世才，但将名士称君，测君犹浅	抱知己痛，曾以循吏目我，问我何堪
有美一人，中夜开五铢环珮	遗世独立，下游俯两点金焦
有诗书，有田园，家风半读半耕，但以箕裘承祖泽	无官守，无言责，时事不闻不问，只将艰巨付儿曹
有象之春夏秋冬，孰主张是，孰纲维是，孰居推行是	无形之阴晴雨雪，我润泽之，我渗漉之，我汜布濩之
有足春随惠风至	无怀人合盛时生
有远孙绍汉四百载宗祊，只余贫国分藩，剩与筑台望慈母	向何处访景十三王茅土，除却河间好古，独来酾酒奠斜晖
有迹可寻模传墨本	无体不备意在笔先
有那其居，兄弟式相好矣	克昌厥后，子孙勿替引之
有酒尝呼市侩饮	无钱莫对俗人言
有雨云生石	无风叶满山
服理辨昭昧	秉心识本源
服郑闳儒，一个又弱	赵张循吏，九原同归
朔方健儿好身手	南极老人应寿昌
朗抱开晓月	高文激颓波
朗月照人如鉴临水	时雨润物自叶流根
朗江记共追攀，呼我作诗人，为吟孤鹤盘空句	礼学犹殷顾问，哭公怅国是，已到群龙战野时
朗鉴谅不远	清言得未尝
望三五夜月对影而双天上人间齐焕彩	占八千春秋百分之一椿庭萱舍共遐龄
望之俨然王侯第宅新主	其邻恰比广文先生冷官
望乡思洛下才人，贾谊上书忧汉室	列坐话江南旧事，张仪无地与怀王
望君似岁穷黎隐	与物胥春岂弟怀
望天空，空望天，天天有空望空天	求人难，难求人，人人逢难求人难
望崦嵫而勿迫	恐鹈鴂之先鸣
望断黔阳，可怜万里云颿，依然将母	魂消白下，共惜半年风鹤，了却孤臣
望望七十二峰，工部游时，诗圣有谁能继响	遥遥一千余载，文公去后，岳云从此不轻开
望江楼，望江流，望江楼上望江流，江楼千古，江流千古	印月井，印月影，印月井中印月影，月井万年，月影万年
望江楼，望江流，望江楼下望江流，江楼千古，江流千古	印月井，印月影，印月井中印月影，月井万年，月影万年
望泰山云，五千里江海迢遥，痛儿晏归六日	拜彭家幔，十七年门墙追逐，诔母敬续八哀
望衡九面	瞰郭万家
望重三朝持亮节	书成十事秉丹心
望重南阳，想当年羽扇纶巾，忠贞扶季汉	泽周西蜀，爱此地浣花濯锦，香火拥灵祠
望重达尊，北斗尚书南极老	恩承敬典，天朝耆旧地行仙
朝云暮雨连天暗	野草闲花满地愁
朝云朝朝朝朝朝朝朝退	长水长长长长长长长流
朝云朝活字，朝朝朝活字，朝朝活字朝退	长水长活字，长长长活字，长长活字长流
朝发昆仑暮碣石	上穷碧落下黄泉
朝受业，昼讲隶，夕习复	精五饭，慕酒浆，缝衣裳
朝无绛灌，不妨贾谊之少年	坐有邹枚，未害相公之末至
朝无谏草，家有赐书，卅载清声光简册	公应骑箕，我悲陟岵，一时血泪洒葭莩
朝有奸党，岂能成将帅之功，若教仗钺专征，蛟虎犹非对手敌	世无圣人，不当在弟子之列，谁信读书折节，机云曾作抗颜师
朝有奸党，岂能成将帅之功，若教杖钺专征，蛟虎犹非对手敌	世无圣人，不当在弟子之列，惟信读书折节，机云曾作抗颜师
朝有王商威九泽	寿如召奭佐重光
朝朝朝朝朝朝夕	长长长长长长消
朝朝朝朝朝朝汐	长长长长长长消
朝浮枉渚，暮宿辰阳，郛廓天作成，五百里间楼第一	秦洞桃花，楚城菱角，风流浪淘尽，二千年后月当中
朝爽启神霄，蓂滋左砌	青阳升丽景，芝秀东房
朝罢独行春，踏去不知三径远	公余时读史，坐来便觉五云多
朝露洒遗笺，问几人东阁重窥，有子才如苏右相	春明陪末座，忆两载南车亲奉，前贤怅失郑司农
期服去官，有犹子能行古礼	儒冠为侠，如先生岂是今人
期服听去官，犹子比儿，嗟我未能行古礼	毕生惟好道，言坊行表，如公端合祀乡贤
期艾应昌禔，七旬赴宴三千里	埏垓昭景贶，五代同堂二百家
木稼曾闻达官怕	山颓今见哲人萎
未出土时便有节	及凌云处尚虚心
未出山时，一寒至此	飞来峰下，有亭翼然
未出山时思捧日	但从龙去便为霖
未劈曹颅千古恨	曾医关臂一军惊
未弭前思，顿作永别	追寻笑绪，皆为悲端
未弭前思顿成永别	追寻笑绪皆为悲端
未得之乎一字力	只因而已十年闲
未必串关别名教	须知书户孕江山
未必玄关别名教	须知书户孕江山
未必逢凶化吉	何曾起死回生
未忘陈迹在京江，浮湘汉而来，到此登楼，岂但胸中小云梦	却喜善缘结甘露，叹孙吴已往，自公作古，何曾眼底有金焦
未忘麈尾清谈兴	常读蝇头细字书
未曾一日闷	犹有五湖期
未看山头土	先观屋下人
未知明年在何处	不可一日无此君
未许田文轻策马	愿逢老子再骑牛
未逢前席问苍生，且容我歀段出都，长啸去也	重指吟鞭向历下，试看此层峦绕郭，相识犹曾
未闻安石弃东山，公能不有斯园，贤于古人远矣	漫说少陵开广厦，彼仅空怀此愿，较之今日何如
未靖中原，遽伤耆硕	既逢多难，矜此余生
未须更忧一水隔	可以横绝七姑巅
未须百事必如意	且喜六时长见书
本无庸福到奇才，君竟死，我余生，踽踽凉凉，负从前一诺初心，相期成白首	纵有狂名震流俗，天不怜，人又妬，苍苍莽莽，问此后几根傲骨，何处觅青山
本是同族弟兄，当年论事论心，每到难时怜故我	试问吾乡父老，此后任劳任怨，更从何处觅斯人
本来上界神仙，喜功德在民，辉联俎豆	同是盛朝臣子，愿灵明诱我，绩奏江湖
本来为视草词臣，旋历绾郡符，治行并吴公终古	不去访种桃道士，只勤求民瘼，使君过司马当年
本道家术，为法家言，清净亦刑名，老子韩非应合传	以方内人，作方外想，古今有生死，秦皇汉武不曾仙
术业宜从勤学始	韶华不为少年留
朱樱红杏开新宴	丹荔黄橙话故乡
朱阁簟凉疏雨过	远山云晚翠光来
朵殿奉丝纶，四百纸述事记言，史馆犹传大手笔	明湖思俎豆，九十载清风俭德，邦人长想古衣冠
机云才学有天趣	王谢风流本性成
杀公不敢居其名，虏廷未脱盗贼行径	当时若勿及于难，将军必为世界英雄
杀同种是湖南，救同种又是湖南，倘中原起事，应首湖南，义士竟轻生，双棺赎得湖南罪	兼夷狄成汉族，奴夷狄不成汉族，痛建虏入关，已亡汉族，国民不畏死，一举能张汉族责
杀敌在前方	英名留后世
杀身以成仁，懔然正气犹存，要使乱臣赋子惧	举家皆殉难，痛矣乞师不至，长闻天地鬼神惊
杀身以成仁，死亦何恨	访旧半为鬼，悲从中来
权衡江海，司牧名邦，时时思裕国泽民，何暇论湖光山色	黜陟幽明，承宣庶绩，念念存戴高履厚，更须持茹檗尝冰
李打鲤，鲤沉底，李沉鲤浮	风吹蜂，蜂扑地，风息蜂飞
李杜文章在	荀陈地望清
李母占星惊太白	谢公卧月上西堂
杏花雨润韶华丽	椿树云深淑景长
村舍俨然，笑渔人迷不得路	水源宛在，偕太守常来问津
杜宇声寒，柴市一腔留热血	梅花梦断，瓯江千载泣忠魂
杜老痛流离，溯悲秋夔府，感事陈陶，著作经予一手定	桥公有要约，叹遗构崇川，停棺萧寺，死生负汝百年期
杞妻不生，巴妇不死	天柱以立，地维以尊
束棘为薪，截竖开横成四束	阊门启户，移多补少作双间
来到半山坐一坐	再行五里天上天
来去有前因，遗范难忘联襼日	宽严能并济，新恩惜在盖棺时
来往游人，须知爱惜花柳	春秋佳日，切莫辜负湖山
来日大难，及此全归天所笃	个臣又弱，公然后死责安辞
来日大难，对此茫茫百端集	英灵不昧，览兹蹇蹇匪躬愚
来日百花生，去日百花生，可堪红杏枝头，一般雪涕	君年五十五，我年五十五，何堪黄公垆畔，独自伤春
来时觉幽奥	到此豁心胸
来看上苑莺花，今日幸同良会	记省松陵文献，他年得似何人
杨三已死无苏丑	李二先生是汉奸
杨子怀人渡扬子	椒山命字合焦山
杨柳拂堤塍，追溯前徽，于宋历仁宗两世	桃花遍祠宇，传来美谥，至今合文献三忠
杨柳拂堤塍，追溯前徽，于宋历仁神两世	桃花遍祠宇，传来美谥，至今合文献三忠
杨柳花飞，平地上滚将春去	梧桐叶落，半空中撇下秋来
杯交玉液飞鹦鹉	乐奏瑶池舞凤凰
杯交玉液飞鹦鹉	乐奏瑶笙舞凤凰
杯前三尺青蛇，仙会恍游蓬岛路	笛外一声黄鹤，我来犹记洞庭秋
杯酒吊南朝，空余半壁残山，长向江流作砥柱	梯云登北固，愿借一杯甘露，化为霖雨洒苍生
杰构四窗开，地扼中原控吴楚	忠魂一抔在，天留正气壮山河
杰构地乃幽，水如碧玉山如黛	诗人居不俗，凤有高梧鹤有松
杳冥冥兮东行，又兆众所仇也	焉皇皇而更索，因缟素以哭之
松下围棋松子每随棋子落	柳旁垂钓柳丝常伴钓丝悬
松下围棋，松子每随棋子落	柳边垂钓，柳丝常伴约丝悬
松下围棋松子每随棋子落	柳边垂钓柳丝常伴钓丝悬
松叶竹叶叶叶翠	秋声雁声声声寒
松声竹声钟磬声，声声自在	山色水色烟霞色，色色皆空
松声竹声、钟磬声，声声自应	山色水色、烟霞色，色色皆空
松持节操溪澄性	山殿屏风花夹篱
松柏岁寒心，平仲昔来曾筑室	潇湘水云色，元晖吟望试登楼
松柏有本性	林园无俗情
松江同知恣肆，合得重参	华亭知县清廉，允宜先荐
松江当文献绝续之交，县乘待纂修，捷疾久推孟东野	贱子方飘零湖海而返，故人到胸臆，风流惟有郭林宗
松涛在耳声弥静	山月照人清不寒
松牗春回，吉霭正临铜晷永	芝庭日丽，祥光长拥玉枢高
松窗翠绕凌云久	兰畹香清得露多
松菊陶潜宅	诗书孟子邻
松间明大长如此	耳外浮云何足论
松间明月长如此	身外浮云何足论
松风清耳目	蕙气袭衣襟
松风清耳目	蕙气袭认襟
板凳要坐十年冷	文章不写一句空
板舆所至，有两地名湖，谁知歇浦归帆，回首春明成一梦	桑海以还，见诸郎行马，此后泷冈树表，尚留遗范式群伦
极浦望涔阳，童冠偕来，浴沂如入春风座	党庠辅家塾，芷兰竞秀，盈畹滋为上国香
极清闲地是兰若	观自在春于竹林
析春邻里传捷报	佳节锣鼓庆功臣
枕耽典籍，与许多贤圣并头	扇写江山，有一统乾坤在手
林木成荫无山不绿	沟渠结网有水皆清
林气映天，竹阴在地	日长似岁，水静于人
林罅忽明知月上	竹梢微响觉风来
林花经雨香犹在	芳草留人意自闲
林间虚室足觞咏	山外清流无古今
果园群木绿浮几	津市繁灯红到门
果然城市有山林，除却故乡无此好	难得酒杯浇块垒，酿成危局有谁支
果能承父志	亦足报君恩
果证幽明，看善善恶恶，随形答响，到底来那个能逃	道通昼夜，任生生死死，换姓移名，下场去此人还在
枫叶四弦秋，怅触天涯迁谪恨	浔阳千尺水，勾留江上别离情
枫叶四弦秋，枨触天涯迁滴恨	浔阳千尺水，勾留江上别离愁
枫叶荻花秋瑟瑟	回崖叠嶂凌苍苍
枫叶荻花秋瑟瑟	浴凫飞鹭晚悠悠
枫叶荻花秋瑟瑟	闲云潭影日悠悠
枯羸其质，匪伊垂之，带有余	敛退为心，非敢后也，马不进
枳敢言材，能免斧斤终是福	园何必大，不分畛域自然宽
架一把茅，不过些些风月	辟半弓地，也成小小轩窗
架上丹丸长生妙药一川风月留酣饮	壶中日月不老仙龄万里山河尽浩歌
柏署仰寅恭，允矣直声闻殿陛	梓邦资保障，凛然生气壮河山
柏翠松苍感歌五福	椿荣萱茂同祝百龄
某水某丘，敬爱有加，吾童子时钓游所在	可坐可濯，起居惟适，大丈夫方闲处之为
柑圃阅春秋，问采药中山，备羡门几生福	菩提证因果，报现花南海，先大士一日生
柳子以种树传喻民治，是曰息事宁人	次山亦大兵后来舂陵，不妨高瞻远瞩
柳州媚古沿愚谷	庾信投闲赋小园
柳深陶令宅	月静庚公楼
柳深陶令宅	月静庾公楼
柳眼才舒芳草地	桃腮正晕碧云天
柳边归院金莲烛	松下仙寮玉局书
栈曲有云皆献瑞香分花上露	房幽无地不生香水汲石中泉
栋宇逼层霄，忆几番仙人解佩，词客题襟，风日最佳时，坐倒金尊，却喜青山排闼至	川原揽全省，看不尽鄂渚烟光，汉阳树色，楼台如画里，卧吹玉笛，还随明月过江来
栋梁萃杞梓楩楠，带来衡岳春云，荫留吴地	支派溯沅湘资澧，分得洞庭秋月，照澈秦淮
栏杆外滚滚波涛，任千古英雄，挽不住大江东去	窗户间堂堂日月，尽四时凭眺，几曾见黄鹤西来
树上桐子、树下童子，童子打桐子，桐子落，童子乐	屋前园外、屋内员外，员外扫园外，园外净，员外静
树已半枯休纵斧	果然一点不相干
树影横江鱼游枝头鸦宿浪	山色倒海龙吟岩畔虎眠滩
树摇苍空，云气暗遮楼阁	园据绿水，月明如坐潇湘
树木十年，此地合名小香雪	太湖万顷，浮生直欲老烟波
树栽棠作舍	山制锦为屏
树石接蓬莱，三色矞云成幄	轩窗骞象纬，千秋宝箓凝图
树绩毫无，只知藏垢纳污，细流同归于海	勋名安在，除却贪财好色，其余不足以观
树雄心攻克科学堡垒	立壮志攀登世界高峰
栗破凤凰缝黄出	藕断鹭鸶露丝飞
校书得理目如电	直节能光心比金
校书长爱阶前月	品画微闻座右香
校书风流此亭续	澧右山水天下奇
校园沸腾春来早	师生团结佳话多
校理异文天禄阁	从容清绩盖公堂
