好山一窗足	佳景四时宜
同跨骏马驰千里	共植梅花乐百年
天上笑看星伴月	人间喜见凤求凰
十里好花迎淑女	一庭芳草贺新郎
今日画眉春在手	他年攀桂月当头
金屋笙歌偕卜凤	洞房花烛喜乘龙
琴瑟永偕四化曲	芝兰同茂百年春
双星牛女窥银河	并蒂芙蓉映彩霞
琼楼月皎白如玉	绣阁花香酒似诗
碧沼红莲开并蒂	芸窗学友结同心
丹山凤凰双飞翼	东阁梅开并蒂花
凤落梧桐梧落凤	珠联璧合璧联珠
门对青山含远翠	窗含嫩柳画浓眉
偕老佳偶同心结	并蒂花开向阳红
共举红旗兴骏业	相期白首缔鸳盟
瑶琴喜奏凰求凤	玉笛横吹蝶恋花
巧借花容添月色	欣逢秋夜作春宵
欣逢佳节迎淑女	聊备村醪谢亲朋
百年佳侣今朝合	两姓良缘此日成
种就福田如意玉	养成心地吉祥云
皓月描成双剪影	寒霜映出并头莲
月下彩娥欣咏凤	云间仙客真乘龙
芙蓉镜映花含笑	玳瑁筵开酒合欢
庆良缘山欢水笑	成佳偶女淑郎才
伉俪好和般般好	家庭新建样样新
喜看伴侣偕欢日	恰是风华正茂时
笙歌彻夜香车迓	箫鼓元宵宝镜圆
日暖金兰来群燕	春玉和柳发新枝
起舞花间娱倩影	但闻天外遏行云
堂前奏笛迎宾客	户外吹箫引凤凰
向阳红莲开并蒂	朝阳彩凤吉双飞
芙蓉出水花正好	孔雀开屏月初圆
鸾妆并倚人如玉	燕婉同歌韵似琴
喜结鸳盟同咏月	壮怀鹏志共凌云
海誓山盟期百岁	情投意合乐千觞
花好月圆羡比翼	天长地久卜齐眉
莲子杯中金谷酒	桃花盏上玉台诗
凤凰枝上花似锦	松菊堂前人比肩
三星在户临花烛	百车盈门灿锦幄
共图家国平章事	同咏河洲窈窕篇
碧纱待月春调瑟	红袖添香夜读书
画堂春暖宫花艳	绣阁官清风管调
碧海云生龙对舞	丹山日出凤双飞
天结良缘绵百世	夙成佳偶肇三多
金鸾集规模壮丽	银燕临栋宇嵯峨
自去自来梁上燕	相亲相近水中鸥
春润乾坤花吐艳	情传华宇燕归梁
梅楼翡翠开相语	镜水鸳鸯暖共游
一岭桃花红锦绣	万盏银灯引玉人
红梅吐艳迎淑女	美酒飘香酬嘉宾
爱情坚贞花正好	志趣融洽月常圆
银河驾鹊欢今夕	绣幄迎鸾叶吉期
月映芙蓉开并蒂	春明莺燕喜双飞
春临玉树千枝发	日映华堂紫燕栖
香花笑迎灯结彩	喜气入户月初圆
吉日花开梅并蒂	良宵家庆月双圆
院内梅花迎岁绽	门前萱草贺春荣
探花幸际辰初夏	梦燕欣逢麦至秋
并蒂莲开莲蒂并	双飞燕侣燕双飞
鹏御春风游字内	凤迎旭日舞门前
菱花光映纱窗晓	竹叶香浮绣户春
菱花绶带鸳鸯簇	金屋屏风孔雀间
春风堂上初来燕	细雨庭前新种花
花朝春色光花烛	柳絮奇姿画柳眉
盈耳笙歌交玉液	满堂花烛引香车
国有贤才扶世运	光摇烛影看新人
并肩齐建千秋业	携手同绘四化图
鸳鸯相戏水色美	琴瑟偕弹福音多
互尊互敬乾坤大	相爱相亲日月长
梅花芳讯先试春	柳絮吟杯小雪初
花烛交心齐勉志	新婚携手共图强
堂栖彩燕双星耀	岭放红梅万象新
鸿雁贺喜衔霜叶	秋风迎亲带桂香
笔墨今宵光更艳	梨花带雨晚尤香
百事开怀百事咏	两心相重两心知
银烛光浮元月夜	紫箫吹彻玉堂春
和谐共处姻缘好	恩爱相亲乐事多
并蒂花开喜二美	同心果结颂百年
丽日神州开四化	春风良夜渡双星
松梅高傲坚贞爱	霜雪难欺金玉缘
移风举办新婚礼	为国优生大厦才
爱情纯正纯情爱	婚礼简朴简礼婚
琴瑟谐和歌盛世	夫妻友爱颂丰年
容貌心灵双媲美	才华事业两竞新
青梅竹马男偕女	海誓山盟女嫁男
谊如汩汩长流水	情似苍苍不老松
华夏腾飞同振翼	征途奋起共扬鞭
志同道合真平等	地久天长永自由
爱海并游须勉励	征途同步共攀登
门书喜字乾坤大	户进新人岁月甜
满座嘉宾漾喜气	一声花炮报新人
巧借花容添月色	欣为秋鹊架银桥
姻缘缔结三生幸	旖旎平分一半春
秦晋姻缘春意闹	凤鸾伴侣彩虹飞
今夕交杯传蜜意	来朝跃马赛风流
一世光阴今过半	百年伉俪喜成双
勤劳致富须同勉	和睦持家贵相帮
同心同德家邦盛	相爱相亲岁月长
岂只室家盟白首	更为祖国献青春
蝶趁花芳欣作伴	人逢成世喜联姻
两情雨水春为伴	百脉爱丝谊永联
莺燕双栖芳草地	风鸾对舞艳阳天
一朝喜结千年爱	百岁不移半寸心
瑶琴一曲双声奏	月殿三秋五桂香
五夜芝兰徐入梦	百年瓜瓞渐开祥
文窗绣户垂帘幕	银烛金杯映翠眉
新笔曾题红叶句	华堂欣咏友琴章
诗歌四喜其三句	乐奏周南第一章
五色云临门似彩	七香车辗韵如琴
秋镜满轮仪凤侣	晓窗听鼓锦鸡鸣
采莲君子新求偶	雪洁佳人旧有才
琼楼月耀人如玉	绣阁花香酒似兰
紫箫吹玉翔丹凤	翠袖临风舞彩鸾
金鹏举翼凌云上	彩凤含情展翅随
花径不曾缘客扫	蓬门今始为君开
紫云秀绕芙蓉第	玉树花飞玳瑁梁
春窗巧绣鸳鸯谱	夜月香斟琥珀杯
沧海月明珠献彩	蓝田日暖玉生香
爱情纯真月圆花好	目标远大地久天长
黄花艳吐东篱月	丹桂香飘北国诗
花月新妆宜学柳	寒窗好友早栽兰
红梅吐芳喜成连理	绿柳含笑永结同心
满室鲜花清香四溢	几盘水果欢乐一堂
萧彻玉楼声和风侣	花盈金屋香满赡官
凤凰鸣矣梧桐生矣	钟鼓乐之琴瑟友之
燕屋才高诗吟白雪	兰馨芝秀志在九州
好鸟双栖嘉鱼比目	仙葩并蒂瑞木交枝
两门多喜两家多福	一对新人一代新风
海枯石烂同心永结	地阔天高比翼齐飞
金屋才高诗吟白雪	玉台春早妆艳红楼
白首齐后鸳鸯比翼	青阳启瑞桃李同心
牡丹丛中蝴蝶双舞	荷花塘内鸳鸯对歌
爱雅年年年年雅爱	情深岁岁岁岁深情
知识鼓满青春风帆	劳动展开爱情羽翼
互敬互爱互相学习	同心同德同建家庭
同心同德美满夫妻	克勤克俭幸福鸳鸯
鸿案相庄百年偕老	凤占叶吉五世其昌
金玉其心芝兰其室	仁义为友道德为师
革命姻缘情深似海	征途伴侣志洁如梅
俭朴联婚欢偕鱼水	勤劳致富喜溢门庭
喜溢华堂地天交泰	香飘桂苑人月双圆
春暖花朝彩鸯对舞	风和丽日红杏添妆
鸾凤和鸣春光满目	燕莺比翼壮志凌云
燕尔新婚四月维夏	君子偕老百年长春
美酒盈盅嘉宾满座	春风入户喜气临门
瑞彩盈庭嘉宾满座	祥光当户喜气临门
美满婚姻情深意重	和睦家庭地久天长
艳福增添喜成佳偶	新词赞美欢洽来宾
山水怡情福门望重	凤凰娱目鸿案辉生
嫁女婚男处处从简	移风易俗事事当先
才子凌云佳人咏雪	榴花映日蒲叶摇风
尊夫爱妻家庭美满	敬老扶幼生活欢欣
迨其古兮毂我士女	式相好矣宜尔室家
海誓山盟同心永结	地阔天高比翼齐飞
花烛光中山盟海誓	青春路上道合志同
栋赴连云庭悬霁月	堂延爱日座满春风
祥云浮紫阁春风暖	喜气溢朱门全家乐
红梅含笑喜成连理	绿柳吐芳永结同心
彩集凤毛庆衍麟趾	瑞凝芝草祥发桐枝
东阁诗情西昆雅韵	南华秋水北苑春山
红叶题诗蓝田种玉	黄花酿酒黛笔画眉
春日融融红梅朵朵	花香阵阵彩蝶双双
不愿似鸳鸯嬉戏浅水	有志像海燕搏击长风
白雪无尘如纯贞爱意	红梅有信似美好心灵
相亲相爱铁肩担宇宙	同心同德妙手绣江山
爱情并蒂花开开不败	伴侣常偕心乐乐无穷
喜期办喜事喜中有喜	新岁迎新人新上加新
携手绘宏图妙笔生花	并肩兴大业豪情满志
结一世姻缘山盟海誓	祝百年伉俪地久天长
良冶良弓喜箕裘克绍	宜家宜室欣琴瑟新调
白璧种兰田千年好合	红丝牵绣纬万载良缘
白壁种蓝田千年合好	红丝牵绣纬百载良缘
万里长空鸾凤双比翼	百年大业夫妻两同心
绿叶衬红花花繁叶茂	情歌谱新曲曲美歌甜
盛世结良缘火红事业	新人怀壮志高尚情操
办喜事喝喜酒皆大欢喜	结新婚闹新房焕然一新
新社会新人物新婚大喜	好劳动好光景好合百年
东风劲玉宇高鸳鸯比翼	爆竹鸣华灯放龙凤呈祥
新婚新偶新人人人如意	佳期佳景佳时时时称心
节约办婚事亲友皆欢喜	勤俭建家园夫妻更和睦
缔结同心日丽屏间孔雀	莲开并蒂影摇池上鸳鸯
配佳偶两片赤诚行大礼	结良缘百年美满乐长春
新婚新偶新人人人如意	佳丽佳期佳景景景称心
蟾影浮光皓月交明花烛	龙躔应律祥云直逼星桥
手携手建设文明富强祖国	肩并肩创造美满幸福家庭
玉烛生辉喜兆千秋鸾凰	银灯结彩祥言百代鸳鸯
连理花开看今日鸾俦凤侣	宜男草长卜他年麟趾螽斯
新人办新事新风传梓里	春日布春辉春色满庭园
你敬我爱你我好比鸳鸯鸟	情投意合情意恰似连理枝
鱼水情深绿叶红花长相伴	夫妻志笃长征骏马共加鞭
鸟恋林鱼恋水情哥恋情妹	云配月叶配花佳女配佳男
蝶恋花花喜蝶花蝶常作伴	夫敬妻妻爱夫夫妻永相亲
相敬如宾发奋图强百世乐	钟情似海勤劳致富万年长
大地花繁蜂舞蝶飞相与伴	画堂春满燕鸣莺唱总成双
一对鸳鸯湖泊游泳清波水	成双鸾凤森林栖息梧桐枝
结伉俪婚礼从俭八方齐赞	迎新人喜事新办四邻尽欢
相爱相亲家和人寿吉星照	同心同德水秀山青喜事连
相敬如宾好好和和四季乐	钟情似海恩恩爱爱百年长
赐福赐祥结成佳偶今如愿	图强图奋珍惜春光大有为
大地香飘蜂忙蝶戏相为伴	人间春到莺歌燕舞总成双
婚礼从简三杯清茶谢高朋	相敬如宾客莫道妇随夫唱
成才创业志趣相投同地久	情深若战友但求女信男尊
吉日良辰欣相逢佳期迎婿	善男信女喜结缘时尚报春
无物可陪三江四水随身带	有言相赠百好一勤致力行
英才成佳偶杨柳舒芽呈新貌	两姓结良缘桃花依旧笑春风
举酒贺新婚人共河山并寿	纵情歌盛世春临大地多娇
嘉礼演文明训词与颂词并进	良辰占吉庆琴韵同歌韵和鸣
男女并肩为锦绣江山添异彩	夫妻携手向伟大祖国献青春
此日喜成婚海誓山盟期百岁	今朝劳玉驾谈今论古饮千觞
英才成佳偶杨柳舒新呈美景	良缘联两姓桃花依旧笑春风
小伙子出嫁敲锣打鼓全村相联	大姑娘招亲鸣鞭放炮阖家欢迎
好国好家好夫好妻好日子好了再好	新春新婚新事新办新家庭新而又新
庆佳节佳节会佳期天朗风和天仙配	贺新春新春办新事花好月圆花为媒
春回谐凤律	风静奏鸾箫
桃花开喜色	柳浪荡情歌
柳画眉梢黛	梅添额上妆
花深处鸳鸯并列	枝稀间凤凰共栖
美满夫妻春自永	勤劳门第福常临
春花绣出鸳鸯谱	夜月香斟琥拍杯
银梅香里黄莺啭	玉树荫中紫凤来
春入翠帏花有色	风来绣阁玉生香
晓日芙蓉迎日笑	春风杨柳趁风摇
晓起妆台鸾对舞	春回画栋燕双栖
喜露滋培连理树	春风吹放合欢花
春暖墨融河北纸	夜深人静海南香
春光入院花容艳	喜气盈门人意和
两情于水春作伴	百岁夫妻志相同
春风春雨春常在	喜日喜人喜事多
春风笑引比翼燕	红雨催开并蒂花
春色娇艳容貌心灵皆俊美	喜期澄明欢歌笑语尽开颜
乐事便蕃驾丽凤舞	韶华绮丽燕笑莺歌
雪兆丰年喜气洋洋办喜事	春满门户新风阵阵促新婚
春归雪化果结如意树上	日丽风和花开幸福泉边
一对璧人来彩笔题成鹦鹉赋	几番花信至春风吹引凤凰箫
红妆带绾同心结	碧沼花开并蒂莲
好花宜种留春苑	蜜月同游消夏湾
蓉屏孔雀舞	莲沼鸳鸯歌
采花恰值辰初夏	梦燕欣逢麦报秋
莲花池边成嘉礼	杨柳岸畔咏好逑
倚栏芍药艳	并蒂蔷薇香
雪藕冰桃调玉手	瑶琴锦瑟按金徽
枝头榴花红艳艳	绣帏凤侣情殷殷
才子凌云诗咏雪	榴花映日剑摇风
雪藕素莲调玉手	瑶琴锦瑟按金微
玉楼冰簟鸳鸯枕	宝钿香娥翡翠裙
风送鸾箫声入户	云扶风辇喜临门
鸾凤凌云振玉羽	榴花映日摇轻风
曲奏笙歌迎淑女	筵开凉菜会嘉宾
凤箫声代迎凉曲	金屋人簪避暑犀
朝阳彩凤双双舞	向日红莲朵朵开
玉轸风薰春归夏日	金闺香暖宵短梦长
槐暑近凉听雅乐	兰荫消夏谱新歌
千顷金涛迎喜至	一枝红杏入墙来
槐荫交柯蝉琴谱曲	莲蕾并蒂鸳梦同帏
诗裁纨扇当槐夏	曲度琼箫在麦秋
榴结满枝同心果	莲开一沼并蒂花
弹素月琴奏薰风曲	饮饯春酒题消夏词
户灿三星诗歌束楚	祥征百子图写安榴
栀子结同心喜向帘前唤鹦鹉	莲花开并蒂笑看池畔宿鸳鸯
夏日姻缘红莲出水相映美	良辰情侣雏凤凌空试比高
桂宫蟾耀彩	桐院凤栖身
二美百年好	双星七夕逢
书屏银烛灿	宝镜玉台新
喜看新郎争采桂	欣迎淑女乐留枫
丹枫不减人桃锦	彩笔挥成玉女诗
百合香车迎淑女	中秋朗月照宾朋
喜酒香浮蒲洒绿	榴花艳映佩花红
巧借花容添月色	权将秋夜作春宵
人间好句题红叶	天上良缘系彩绳
桂苑月明金作屋	蓝田日暖玉生烟
月圆花好欢美景	道合志同度良宵
秋色清华迎吉禧	威仪徽美乐陶情
绣幄宵长情馥郁	桂枝香透月团圆
秋满琼京旋折桂	月明银汉听吹箫
秋色淑华吉祥止止	威依徽美乐意陶陶
巧借花容添月色	好将秋夜作春宵
彩凤和鸣梧桐荫茂	关雎雅化苹藻仪修
皓月清光增客兴	中秋佳节乐宾筵
喜日菊香花并蒂	良宵家庆月双圆
银烛高烧月避新妆应怯冷	绛纱好护风摇雅佩不知寒
酒酿黄花，情联驾凤	诗题红叶，梦协能罴
朗月庆长圆光照庭前连理树	卿云何灿烂瑞符天上吉魁星
鸾凤和鸣，秋光满月	雁翔比翼，壮志凌云
嘉会际光明逑好初征双璧合	良辰占吉庆盛仪喜见七香迎
不夜珠明花灿烂	解寒钗暖雪消融
助我三冬文史足	羡君五色笔花新
雁鸣冰未泮	燕乐岁之余
婚筵留客情弥重	腊鼓催人酒不酣
此日花开梅并蒂	今宵人庆月初圆
梅伴冬日雪	喜返意中人
梅雅兰馨称上品	花情月意缔良缘
律叶黄钟听子建	月罗紫府耀长庚
好句联吟初夜月	卺杯醉饮小阳春
得与梅尊作伴侣	从来雪松是英雄
鹦鹉怀中浮竹叶	凤凰琴里奏梅花
评花赋就梅妆颜	咏絮诗成雪满阶
锦瑟声中鸾对舞	玉梅花际凤双飞
梅雅兰馨称上品	雪情月意缔良级
律应黄钟谐凤卜	春回紫帐协熊占
评花赋就梅妆额	咏絮诗成雪满阶
黍谷春回祥开燕春	兰闺宵永梦绕虫飞
雪案联吟诗有味	冬窗伴读笔生香
雪点香车依是玉	星回茆屋宛然金
锦里枫丹芳联奕叶	华堂藻耀瑞霭琼英
红梅开并蒂	喜烛照双花
梅试香月腾骥足	月星瑞色映芳樽
白雪无尘爱情圣洁	红梅有信盟誓坚贞
梅花芳讯先春试	柳絮吟怀小雪初
英俊儿男风云际会	窈窕淑女冰雪聪明
雪里梅花门前结彩	风中柳絮房内呈祥
合卺交杯洞房花烛三冬暖	并肩携手举世芳名四化香
两姓良缘天作好合	三冬美景雪融清香
梅花隔岁开早夸才子凌云笔	柳絮因风起曾记佳人咏雪诗
雪笺题吟朱陈结好	梅边索句秦晋联姻
大地雪花飘诸客飞觞酣马战	高林梅萼放季男受室慰龙钟
白雪无尘如爱情圣洁	红梅有信似美好心灵
岁序值黄猪兆卜鸾飞偕凤舞	怀觞倾绿蚁喜开蜗室款鸿宾
佳节佳期佳境葱茏舞鸾凤	新人新事新风浩荡振家邦
已睹春云笼彩鬓	还窥夜月映金莲
良辰占尽无双福	新岁初一第一筵
新婚吉庆日	大喜艳阳春
天上四时春作首	人间百事婚当先
春临大地迎新岁	春到人间贺佳期
元旦行嘉礼	新年结良缘
佳节良宵行佳礼	新年美景庆新婚
一元复始祯喜庆	万象更新瑞福祥
月圆花好欢今夕	道合志同贺盛年
春正快睹三阳泰	首岁欣看长子婚
人喜家欣天下喜	山欢水笑神州欢
伉俪并鸿光竞美	生活与岁序更新
桃符新换迎春怡	椒酒还斟合卺杯
风纪书元门庭有喜	鸡声告旦夫妇同心
淡白梨花堪人脸	娇红桃粉可凝腮
银烛光浮元夜月	紫箫吹彻玉堂春
才贴桃符梅王艳	又迎鸾凤喜添翎
风暖丹椒青鸾起舞	日融翠柏彩凤来翔
元旦佳节成吉日	新婚妙龄结良缘
一代桃符宜春共写	万家柏酒合卺同斟
乐新春丰年迎喜	庆吉日盛世联姻
嘉礼欣逢元旦节	新婚喜放自由花
吉语饼蕃祥征彩胜	韶华燕喜辉映春灯
人对艳妆饶艳福	樽倾春酒醉春光
彩灯照洞房新年共饮交心酒	华筵款嘉客宾主同端贺喜杯
佳节娶佳人频传佳话	新年更新貌同谱新篇
庆佳节佳节会佳期天朗星明天仙配	贺新春新春办新事花香月洁花为媒
鸟弄芳圃传韵巧	花明丽月映娇姿
同心同步百年路	双手共描二月春
春暖花香鸟语	夫英妻俊家欢
银灯光摇金缕紫	玉楼人映杏花红
景值仲春联双美	婚结两姓合一心
一对璧人开吉席	二分春色到华堂
二分春色九霄月	一对新人百载情
仲阳绿柳飞鹦鹉	花月新风迎凤凰
鸟弄芳园传巧韵	花明丽月映娇姿
红杏枝头春意闹	彩门楼下玉箫清
燕把春泥筑宝垒	莺穿杨柳织翠丝
苑内桃花开并蒂	檐前燕子习双飞
